id,input,prediction,ground_truth,judge_label
,ما هي الغدة التي تقوم بإفراز الميلاتونين؟,الغدة الصنوبرية,C,Correct
,ما هو الشريان الذي له انطباعات على الوجه الداخلي للعظم الصدغي وهو فرع من أي شريان؟,الشرايين السحائية الوسطى,A,Incorrect
,ما هو التصنيف الذي يمكننا من معرفة العضلات التي تشارك في كل مرحلة مفصلية وتطبيق ذلك أثناء الفحص؟,تصنيف العضلات حسب الوظيفة,A,Incorrect
,ما هي الشرايين التي تسير بين الفصوص بإتجاه القشرة على كل جانب من جانبي الهرم الكلوي؟,الشرايين القشرية,B,Incorrect
,ما هو الدواء الأمثل لبدء التخدير لمريض مصاب بنزف حاد؟,كيتامين,E,Correct
,ما هو المخدر الذي يتميز بالمباشرة والصحو السريعين؟,بروبوفول,E,Correct
,ما هو الدواء الأمثل لبدء التخدير لمريض مصاب بنزف رضي حاد؟,كيتامين,C,Correct
,ما هو المرخي العضلي الأمثل لتسهيل تنبيب مريض ذي خطورة عالية للاستنشاق؟,روكورونيوم,A,Incorrect
,ما هو الترياق المناسب للتسمم بالمورفين؟,نالوكسون,A,Correct
,ما الذي يشير إليه بقاء عيني المريض مفتوحتين مع رأرأة خفيفة وحركات غير هادفة بعد إعطائه جرعة من الكيتامين؟,تسمم الكيتامين,E,Incorrect
,ما هو الدواء المنتخب للإرخاء العضلي والتنبيب لمريض يعاني من قصور كلوي ويحتاج لعملية إسعافية؟,روكورونيوم,C,Incorrect
,ما هو المرخي العضلي المفضل استعماله لمريض سيخضع لجراحة إسعافية ويعاني من قصور كلوي؟,بانتوبريوم,B,Incorrect
,ماذا يفكك الببسين؟,البروتينات,B,Correct
,ما التعبير الصحيح لوصف جزيئات الإيثين في تفاعل تشكيل البولي إيثين؟,مونومير,A,Correct
,ماذا يسبب عوز إنزيم البيروفات كيناز؟,فقر الدم الناقص للإنزيم,A,Incorrect
,ماذا ندعو آلية تفاعل الكلور مع البروبان في ضوء الشمس لإنتاج 1-كلورو بروبان؟,تفاعل استبدال حليجي,B,Incorrect
,ما هي الاسطوانات المنحنية التي تكون سهلة التمييز لمحتواها الكاسر للضوء؟,الاستطوانات,B,Incorrect
,ما هي الحموض الأمينية المشحونة سلبياً؟,حموض أمينية حمضية,B,Correct
,ما هي أعراض عوز فيتامين البيوتين؟,تقرحات الفم,D,Incorrect
,ما هي مفرزات الصفراء؟,مفرزات الكبد,C,Incorrect
,ما هي خصائص الشجرة الوراثية لخلة متنحية جسدية فيها الأبوين مصابين؟,كل الأبناء مصابون,B,Incorrect
,ما هي النواتج المتشكلة عند تفاعل معدن الصوديوم مع الإيثانول؟,إيثوكسيد الصوديوم وإيثان,A,Incorrect
,ما هي خصائص أنزيم RNA Polymerase؟,تخليق RNA من DNA,A,Incorrect
,ما هو النكليوتيد في جزيء DNA؟,مكون أساسي,A,Incorrect
,ما هو فيتامين البيوتين؟,فيتامين بي7,B,Correct
,ما هي حالة عدم تحمل اللاكتوز؟,عدم تحمل اللاكتوز,B,Incorrect
,ما هو اسم الاستر المتشكل عندما يتفاعل الميتانول مع حمض البوتانوئيك بوجود بضع قطرات من حمض الكبريت المركز؟,بوتانوات الميثيل,B,Correct
,ما هو سبب الوفاة لدى مرض التلاسيميا؟,فشل القلب,C,Correct
,ما هي الصبغيات التي يوجد فيها الكروماتين المغاير؟,الصبغيات الجنسية,A,Correct
,ما المركب الذي ينقص منه نتيجة التأخر في فصل البلازما أو المصل من الكريات في الدم؟,البروتين C,D,Incorrect
,ما هو المركب الذي يستخدم كزمرة ملحقة لجميع الإنزيمات الناقلة الزمرة الأمين؟,بيريدوكسال فوسفات,C,Correct
,ما هو العلاج الثاني لمرض الثلاسيميا بيتا؟,العلاج بالحديد,D,Incorrect
,ما هو الاضطراب الذي يتميز بفرط شديد في بيليروبين المصل غير المرتبط وعوز جزئي في UDPGT؟,متلازمة كريلفل-ناجار,C,Correct
,ما هو سبب الوفاة لدى مرضى التلاسيميا؟,فشل القلب,C,Correct
,ماذا يسبب عوز الثيامين الشديد؟,مرض بيري بيري,D,Correct
,كم يبلغ عدد الجينات التي تشفر لجزيئات الرنا الأصغري miRNAs في مجين الإنسان؟,1048,C,Incorrect
,أين يتم اصطناع الدقائق الكيلوسية؟,الشبكة الإندوبلازمية الخشنة,D,Incorrect
,ما هو الإنزيم الذي يتم بوساطته ربط شدف أوكازاكي؟,DNA ligase,B,Correct
,ما هو أكثر الأنزيمات فعالية تحفيزية في جسم الإنسان؟,كربوكسيبيبتيداز,B,Incorrect
,ما هو الشكل الفعال لفيتامين B6؟,بيريدوكسال فوسفات,C,Correct
,ما هو الموقع الطبيعي للجين الورمي ABL؟,كروموسوم 9,B,Correct
,كم عدد طبقات الفوسفولبيد في المذيلة؟,اثنان,C,Incorrect
,ما هو التركيب الذي يدخل فيه الكولاجين 4؟,غشاء القاع,B,Correct
,ما الذي تؤدي إليه استلة الهيستونات؟,تفعيل النسخ,A,Correct
,ما هي الخصائص التي تتميز بها شجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والأم فقط فيها مصابة؟,ميتوكوندري,C,Incorrect
,ما هو الحمض الأميني الذي تتم أستلة الهستونات له؟,الليوسين,C,Incorrect
,ما هي المكونات التي تتألف منها الفوسفولبيدات بالإضافة إلى حمضين دسمين والفوسفات؟,الغليسيرول,D,Correct
,ما هي الوظيفة الوحيدة لسيغما في إنزيم بوليمراز RNA البكتيري؟,الانطلاق,D,Incorrect
,ما هي الأجزاء التي تتبادل بينها الإشارات الجزيئية التي يعتمد عليها ضبط النظام الخلوي الجذعي؟,الخلايا الجذعية,C,Incorrect
,ما تدعى البروتينات المشكلة لمعقدات الثقوب النووية؟,نوكليوبورينات,D,Correct
,كيف تتم إزالة المتقدرات الحاوية على طفرات بالية؟,الاستماتة,B,Incorrect
,ما هو عامل الإطلاق في حقيقيات النوى؟,البروتين G,C,Incorrect
,ما هي الروابط التي تربط سلسلتي عديدي النكليوتيد مع بعضهما البعض؟,روابط هيدروجينية,C,Correct
,ما هي خصائص الشجرة الوراثية لخلة متنحية فيها الأبوين مصابين؟,كل الأبناء مصابون,D,Incorrect
,ما هو أكبر مستوى من المستويات التراتبية للحياة؟,البيئة,B,Incorrect
,ما هو الحمض الأميني الذي تبدأ به جميع عديدات الببتيد في بدائيات النوى؟,ميثيونين,B,Incorrect
,ما الذي يدل عليه تقدير نسبة تنوع النمط الظاهري لخلة ما بسبب الاختلافات الجينية؟,تعدد أشكال النوكليوتيدات,A,Incorrect
,ما هي الآلية التي تضمن للخلية الجذعية استمرارها إلى ما لا نهاية؟,التناسق الذاتي,C,Incorrect
,ما هو الحمض الأميني الذي نتج عن ترجمة أول جزيء رنا مرسال صنعي؟,فالين,C,Incorrect
,ما هي الإنزيمات التي تقوم القلنسوة بحماية سلسلة الرنا من التدرك بها؟,إنزيمات رنايز,C,Correct
,ما هو مقدار المادة الوراثية التي يتشاركها أقرباء من الدرجة الثانية مع المستلفت؟,12.5%,D,Correct
,أين يلتحم الغشاءان النوويان؟,الفتحات النووية,B,Incorrect
,ما هي النتائج المتوقعة في حال إصابة أب بصفة تخضع لوراثة متنحية مرتبطة بالصبغي X؟,جميع البنات الحاملات، جميع الأولاد غير مصابون,D,Correct
,ما هي النظرية التي تفسر ظهور المتقدرات والصانعات بإدخال جراثيم داخل الخلايا تقوم بالفسفرة والتركيب الضوئي؟,نظريّة symbiogenesis,A,Correct
,ماذا يسبب وجود الألائل السائد في الأنماط الجينية المختلفة التالية RRYY و RrYy و RRYy و RrYY؟,الأنيميا المنجلية,A,Incorrect
,ما هو المكان الذي توجد فيه أكبر نسبة للبروتينات في أغشية خلايا الجسم؟,الخلايا العصبية,B,Incorrect
,ما هو المسؤول عن إزالة مشراع الرنا قرب انتهاء تنسخ الدنا واستبدالها بنكليوتيدات الدنا؟,ريبونوكلياز H,A,Correct
,ما الذي ترتبط به الصبيغيات الشقيقة على أنيبيبات مغزل الانقسام؟,المركزين القطبيين,C,Incorrect
,ما المميز بشجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والتي تكون فيها الأم فقط مصابة؟,الوراثة الأمومية,C,Correct
,ما هو الاختلاف بين الانترونات والاكسونات؟,الانترونات هي الأجزاء غير المشفرة من الحمض النووي الريبوزي المرسال، بينما الأكسونات هي الأجزاء المشفرة.,D,Correct
,ما الذي تمثله الخطوط الأفقية التي ترسم أعلى الدوائر والمربعات في شجرة النسب؟,الوفاة,C,Incorrect
,علام تحتوي الخلايا التي يعبر عنها مصطلح الهيولي المتغايرة؟,خلايا دم بيضاء,A,Incorrect
,ما هي الطرق التي يمكن من خلالها تمييز الصبغيات بعضها عن بعض؟,"الصبغيات يمكن تمييزها عن طريق:
- الحجم
- الشكل
- موقع المركز
- وجود أو عدم وجود شوكة
- وجود أو عدم وجود شريط ثانوي
- وجود أو عدم وجود شريط ثانوي ثانوي
- وجود أو عدم وجود شريط ثانوي ثالث
- وجود أو عدم وجود شريط ثانوي رابع
- وجود أو عدم وجود شريط ثانوي خامس
- وجود أو عدم وجود شريط ثانوي سادس
- وجود أو عدم وجود شريط ثانوي سابع
- وجود أو عدم وجود شريط ثان",C,Incorrect
,ما هو التعبير الذي يُستخدم للطاقة الكامنة المختزنة في مدروج للشحنات الكهربائية؟,طاقة كهربائية,A,Incorrect
,ما الذي تتشكل منه الأرجل الصفائحية؟,الصفائح الدموية,A,Incorrect
,ما هي الرابطة في البنية الثانوية للحمض النووي؟,رابطة هيدروجينية,B,Correct
,ما نوع الجينات التي تعد جينات الرنا الريباسي منها؟,جينات رنا ريباسي,A,Incorrect
,ما هو عدد الصبغيات المأشوبة إذا حدث تأشيب في 80 انقسام؟,160,A,Incorrect
,ما هي العملية التي يتم بها تكوين متعضية تشبه الأبوين من بيضة مخصبة؟,التطور الجنيني,A,Incorrect
,على من يظهر الاحلال الوراثي في الوراثة الجنسية المناحية؟,الذكور,C,Correct
,ما هو المجهر الذي يدرس السطح الطبوغرافي؟,مجهر طبوغرافي,A,Incorrect
,ما هي البنى السيتوبلازمية المغلفة بغشاء واحد على الأقل؟,الجهاز الغولجي,B,Incorrect
,ما هي خصائص شجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والوالدين فيها مصابين؟,شجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والوالدين فيها مصابين تكون جميع الأبناء مصابين,C,Incorrect
,ما الذي تختلف به الأحماض الأمينية عن بعضها؟,السلسلة الجانبية,B,Correct
,ما الذي يشير إليه المربع الصغير المملوء في شجرة الوراثة؟,الأنثى الحاملة,C,Incorrect
,ما هو سبب حدوث التلاسيميا بيتا؟,عدم إنتاج سلسلة بيتا من الهيموغلوبين,B,Correct
,ماذا يؤدي وجود التربتوفان في مشغل التيربتوفان؟,إيقاف النسخ,A,Correct
,ما الذي تساعد عليه حلقة الأكتين المتقلصة؟,انقباض العضلات,B,Incorrect
,ما الذي يدل عليه المعين في شجرة النسب؟,المرض,A,Incorrect
,كم عدد الجينات المسؤولة عن الاصطناع الحيوي للحمض الأميني التربتوفان في جينوم بكتيريا E.Coli؟,5,D,Incorrect
,ما هي وظيفة حويصلات كوب ٢؟,إفراز المخاط,B,Incorrect
,ما هو معدل الحاملين في مجتمع إذا كان انتشار مرض التالاسيميا معروفاً في ذلك المجتمع؟,تواتر المرض,C,Incorrect
,أين تجري عملية التمثيل الضوئي؟,البلاستيدات الخضراء,B,Correct
,ماذا يحدث عند انخفاض نسبة الكوليسترول في الغشاء الخلوي؟,زيادة نفاذية الغشاء,C,Correct
,أين يتحد الغشاءان النوويان الداخلي والخارجي؟,الفتحات النووية,A,Incorrect
,كم عدد القواعد الآزوتية اللازمة لإنتاج بروتين الأنسولين المكوّن من 51 حمض أميني إنتاجاً كاملاً؟,153,D,Correct
,ما هي الترسبات الصباغية التي تحوي بروتين الفيرتين؟,الملانين,D,Incorrect
,ما هو أول عنصر من عناصر الدراسة العلمية المنهجية؟,الملاحظة,D,Incorrect
,ماذا تشير النجمة بعد رمز الجين؟,الجين السائد,B,Incorrect
,ما يُعرف بامتصاص بعض المواد الضوء بطول موجة ومن ثم إصداره بطول موجة أطول؟,الفلورسنت,B,Correct
,ما يُدعى نوع وترتيب الأحماض الأمينية في البروتين؟,تسلسل الأحماض الأمينية,A,Correct
,ماذا ينتج عند حدوث خلل في تنظيم السبيل الإشاري WNT؟,سرطان القولون,B,Correct
,ما هي الشعبة التي ينتمي إليها الإنسان؟,الفقاريات,B,Incorrect
,ما هي نتيجة التطور التي تؤدي إلى التكيف؟,الانتقاء الطبيعي,B,Correct
,أين تكثر جزر CpG؟,المناطق الميثيلية,C,Incorrect
,ما هو الأساس الأزوتي المتمم للتايمين في الرنا؟,السيتوزين,B,Incorrect
,ما هو الموقع الذي يبدأ فيه انتساخ الجينات المرمزة للبروتينات بارتباط انزيم الرنا بوليميراز؟,الموقع المبدئي,B,Incorrect
,أين تقع الجينات المسؤولة عن الزمر الدموية عند البشر؟,كروموسوم 9,B,Correct
,ما هو الدور الرئيسي في تعرف جسيم التضفير مواقع التضفير؟,تحديد مواقع التضفير,D,Incorrect
,ما هي الصبغيات التي يحدث بينها إزفاء متبادل في حالة ابيضاض الدم النقوي المزمن CML؟,صبغيات فيلادلفيا,D,Incorrect
,ما هو عدد الأنماط الظاهرية المختلفة في الجيل الثاني في حال التفارز المستقل بين المورثتين A و B؟,9,D,Incorrect
,ما هو عدد الأنماط الجينية في أعراس فرد متغاير الأليلات AB/ab إذا كان الارتباط بين المورثتين A و B كاملاً؟,4,B,Incorrect
,ما نوع الوراثة التي يكون فيها والدا الطفل المصاب حاملين متغايري الألائل عديمين الأمراض؟,وراثة سائدة,A,Incorrect
,ما هو نمط هذا المرض إذا عانى فرد متخالف الألائل من أعراض مرض وكان موضع الجين على الصبغي 5؟,الوراثية السائدة,B,Correct
,ما هو خطر إصابة الطفل بالورم التليفي العصبي في الحمل التالي لأم مصابة أنجبت ذكرًا مصابًا بالمرض علمًا أن زوجها سليم؟,25%,C,Incorrect
,ما هو الاحتمال الأول لطراز انتقال هذا المرض الوراثي عندما ينجب أبوان سليمان طفلين (ذكر وأنثى) مصابين بمرض استقلابي بدأت تظاهراته مبكراً؟,25%,B,Incorrect
,ما هو القانون الذي ينص على أن زاوية الورود تساوي زاوية الانعكاس؟,قانون الانعكاس,A,Correct
,ما هي الصيغة التي تعطينا التفاصيل الأقل والنسبة الأبسط للذرات الموجودة في الجزيء؟,الصيغة التجريبية,B,Correct
,ما هو الذي يعطي لأشعة جاما مصدرا آخر للأشعة السينية التي يمكن أن تكون مفيدة وطاقتها قريبة من طاقة أشعة جاما الأصلية بحيث يمكن عدهما أشعة واحدة؟,الاشعة الثانوية,B,Incorrect
,ما هو التواتر المناسب للأمواج التي يمكن استخدامها للكشف عن المواد غير المرئية بالنسبة للتواتر 500GHz؟,أقل من 500GHz,A,Incorrect
,ما هو المجال الذي تكون فيه الأمواج تحت الصوتية أصغر منه؟,المجال القريب,A,Incorrect
,ما هو المقدار الذي يتزايد لدى انتثار فوتون عن الكترون بمفعول كومتون؟,الزخم,B,Incorrect
,ما الذي يعبر عن شدة الموجة الصوتية؟,الضغط,C,Incorrect
,ما هي خصائص الأشعة السينية؟,شعة سينية,A,Incorrect
,ما هي القوة التي تحدث تشوهاً في الجسم وتكون مطبقة على وحدة السطح؟,ضغط,B,Correct
,ماذا تعتبر درجة حرارة النواة والغلاف في جسم الإنسان؟,ثابتة,B,Incorrect
,ما هو ثابت التناسب بين تدرج السرعة؟,معدل القص,B,Incorrect
,ما هو الناتج عندما تتفاعل الألدهيدات مع NaBH5؟,كحولات,C,Correct
,ما هي الطريقة التي يجري بها التبادل الحراري بين الجسم والوسط المحيط؟,التبخر,A,Incorrect
,ما هو المعيار الذي يستخدمه العلماء لحساب الكتل الذرية النسبية؟,الكربون 12,C,Correct
,ما هي الوحدة التي يقاس بها الضغط في إطار السيارة في الولايات المتحدة؟,باوند لكل بوصة مربعة,A,Correct
,ما هو القانون الذي ينص على أن تغير الحقل المغنطيسي يولد حقلا كهربائيا؟,قانون فاراداي,D,Correct
,ما هو وصف جريان المائع المستقر من ناحية سرعته في أي نقطة منه مع الزمن؟,ثابت,D,Correct
,ما هي المادة التي تتخذ شكل أسفل الوعاء الذي يحتويها ولها حجم خاص بها؟,مادة صلبة,A,Incorrect
,ما تسمى القوى عندما يكون عمر الحالة المثارة طويلا؟,قوى متوسطة,C,Incorrect
,ما هو الذي يعطى لأشعة غاما مصدراً آخر للأشعة السينية التي يمكن أن تكون مفيدة وطاقتها قريبة من طاقة أشعة غاما الأصلية بحيث يمكن الحصول على أشعة واحدة؟,الترميز,B,Incorrect
,ما نوع الكثافة التي تعتبر منها العظام ومستحضرات التباين العائمة مثل اليود والباريوم؟,كثافة عالية,C,Incorrect
,ما هي طبيعة الأشعة السينية؟,أشعة كهرومغناطيسية,D,Correct
,ما هو مجموع الكتل الذرية النسبية في مركب أيوني؟,الكتلة الجزيئية,B,Incorrect
,أين يقع مجال التيراهرتز؟,بين الموجات الميكروية والأشعة تحت الحمراء,A,Correct
,لماذا يُستخدم الماء في درجة معينة كمادة مرجعية للوزن النوعي؟,ثباته,B,Correct
,ما هي مكونات صمام الأشعة السينية؟,الأنود والكاثود,D,Correct
,ما الذي تتعلق به الطاقة التي يصدرها الجسم الأسود وفقاً لدراسة تغير تابع إشعاع الجسم الأسود؟,الطاقة,C,Incorrect
,ما هي قوة اللزوجة بالنسبة لاتجاه جريان المائع؟,مقاومة,A,Incorrect
,ما هي الطاقة التي يمكن بها تفكيك رابطة في خلايا النسج؟,طاقة الرابطة,C,Incorrect
,ما يجب أن يكون عليه ضغط الهواء داخل القاعة في حالة الثوران بالنسبة لضغط الماء خارجها حيث تتوازن قوة الضغط نحو الخارج مع قوة التوتر السطحي نحو الداخل؟,ضغط الهواء = ضغط الماء + التوتر السطحي,B,Incorrect
,ما هو المجال الموجي لأشعة UVC؟,100-280 نانومتر,C,Correct
,ما هي طبيعة الارتباط بين قرينة الانكسار لوسط مادي معين وسرعة الأمواج في ذلك الوسط؟,عكسية,C,Correct
,ما هي الخاصية التي يميزها التواتر والطول الموجي؟,الموج,A,Incorrect
,ما هي الطاقة التي تحملها الموجة في وحدة الزمن؟,القدرة,D,Correct
,ما هي قابلية العين التي تسمح بالمطابقة لكل أبعاد الجسم عن العين مع الاستمرار بتشكيل خيال على بعد ثابت من العدسة يتحدد بالفاصل بين العدسة والشبكية؟,التركيز,C,Incorrect
,كيف يؤثر الضغط على توازن التفاعلات التي تكون متفاعلاتها ومنتجاتها؟,ضغط,C,Incorrect
,ما هو التواتر في حالة الأمواج الصوتية؟,تواتر,A,Incorrect
,ما هو شكل الطاقة التي تصدرها أجسامنا حتى في درجات الحرارة العادية؟,الطاقة الحرارية,B,Correct
,ما هي التحولات التي تحافظ على العدد الكتلي؟,التحولات النووية,B,Incorrect
,ما هو القانون الذي يربط بين معدل الجريان الحجمي في وعاء دموي من جهة وفارق الضغط بين طرفي الوعاء ونصف قطره الداخلي وطوله ولزوجة الدم؟,قانون بوازي,A,Correct
,ما نوع الجريان عندما تكون سرعة المائع في أي نقطة منه ثابتة مع مرور الزمن؟,جريان ثابت,B,Correct
,ما هي آلية انتقال الحرارة في الموائع؟,الحمل,B,Correct
,ما هي صفات الخيال في المصورات ذات الثقب؟,صغر حجم الصورة، عكسية، حقيقية,C,Incorrect
,ما هي العلاقة التناسبية لقرينة الانكسار لأي وسط معين؟,نسبة سرعة الضوء في الفراغ إلى سرعة الضوء في الوسط,A,Correct
,ما هي الأشعة التي حققت حلم الإنسان القديم في رؤية داخل الجسم من دون بضع؟,الأشعة السينية,D,Correct
,ما هو المركب الذي يتشكل من تفاعل حمض الآزوت المركز بوجود حمض الكبريت المركز مع نترو البنزين؟,"2,4,6-ترينيترو تولوين",B,Incorrect
,ما هي التبادلات التي تجري بين الجسم الصلب والمانع المتحرك الذي يختلف عنه في درجة الحرارة؟,تبادل حراري,B,Incorrect
,ما هي وظيفة الحقل الكهربائي في الأفران الكروية؟,تسخين,A,Incorrect
,ما هي طبيعة الإشعاعات الكهرومغناطيسية؟,موجية,C,Incorrect
,ما هو التفاعل الذي تخضع له هالوجينات الألكانات بالقلويات؟,تفاعل الإزالة,A,Correct
,ما هي استخدامات الليزر الصباغي؟,علاج الشامات والورم الوعائي,B,Incorrect
,ماذا تصدر النظائر المشعة في التصوير بالأصدر البوزتروني؟,فوتونات,D,Incorrect
,ما هي الأشعة التي ساهمت في تقدم علم البلورات؟,أشعة إكس,D,Correct
,ما الذي يتم التحكم في ارتفاع النهاية المدببة للحفاظ عليه عندما نمسح سطح المعدن في مجهر STM؟,التيار,B,Correct
,ما هو معدل الإشعاع من سطح إلى معدل الإشعاع من مساحة مساوية من سطح مشع مثالي في درجة الحرارة نفسها؟,الانبعاثية,A,Correct
,ما هي الجزئيات التي يمكن الاستفادة من تفاعلها في التصوير؟,الضوء,A,Incorrect
,ما هو الوسط الذي تكون فيه كثافة الأيونات الموجبة والسالبة أكبر من كثافة الأيونات المعتدلة؟,البلازما,B,Correct
,ما هو الإجراء المستخدم للاطمئنان على صحة الجنين عند المرأة الحامل؟,اختبار ألفا فيتوبروتين,A,Incorrect
,ما يُدعى الضغط الذي يسببه عمود من الزئبق ارتفاعه 1 مم؟,طور الزئبق,A,Incorrect
,ما هي الظاهرة التي تنقسم فيها نواة ذات عدد كتلي كبير إلى نواتين أو أكثر لكل منهما عدد كتلي متوسط؟,الانشطار النووي,B,Correct
,ما هو مجال الأشعة الذي يشع فيه جسم الإنسان بشكل قريب جداً من إشعاع الجسم الأسود؟,الموجات تحت الحمراء,A,Correct
,ما هي الأشعة التي اشتهرت بانتزاع جزيئات الماء لدى تفاعلها مع النسج؟,أشعة ألفا,A,Correct
,ما هي الظاهرة التي تنقسم فيها نواة ذات عدد كتلي كبير إلى نواتين أو أكثر لكل منهما عدد كتلي متوسط؟,الانشطار النووي,B,Correct
,ما هي طريقة العلاج الفيزيائي التي تستعمل فيها تيارات كهربائية عالية التردد لإحداث الحرارة في الأنسجة العميقة؟,العلاج بالتيار الكهربائي,B,Incorrect
,كيف تتولد الأشعة السينية؟,توليد الأشعة السينية,C,Incorrect
,ما هو الأساس الذي تترتب وفقه العناصر في الجدول الدوري حالياً؟,العدد الذري,B,Correct
,ما هو الشرط الذي يجب أن تحققه النقطتان لتطبيق معادلة برنولي على جريان أي مائع مثالي؟,نقاط على نفس الخط,A,Incorrect
,ما هي الأمواج التي تستخدم في تفتيت الحصى؟,أمواج الصدمة,A,Correct
,ما هو المجهر الذي يمسح العينة نقطة فنقطة ولكنه يكشف عن الالكترونات النافذة؟,المجهر الإلكتروني الماسح,D,Incorrect
,من أين تشتق قوة المقاومة من اللزوجة عندما تكون السرعة النسبية بين الجسم والمائع كافية لأن يكون الجريان حول الجسم رقائقياً؟,السطح,B,Incorrect
,ما هي الرابطة التي تبقى صلبة دائماً؟,رابطة تساهمية,A,Incorrect
,كم عدد العدسات في مجهر SEM؟,عدسة واحدة,B,Incorrect
,ما هي الحالة التي تتولد فيها الأمواج الصادمة بالنسبة لسرعة منبع الأمواج الصوتية؟,الصدمة,B,Incorrect
,ما هو العدد النيوكلوني في نواة ذرة ما؟,العدد الكتلي,D,Correct
,ما هو سبب تخامد الأشعة السينية في الجسم المدروس؟,الامتصاص,B,Correct
,ما يُستخدم لقياس درجة التشوه؟,مقياس تشوه,B,Incorrect
,ما هي الوحدة التي يقيسها الروتنجن؟,الجرعة الممتصة,B,Incorrect
,ما تتألف منه الحلقة البنزنية؟,6 ذرات كربون,D,Correct
,ماذا يشير انزياح الضوء من المجرات البعيدة نحو الترددات الأخفض؟,توسع الكون,B,Correct
,ما هي الوحدة التي يقيسها الرونتجن؟,الجراي,B,Incorrect
,ما هي النظائر؟,نظائر,D,Incorrect
,ما هي زاوية الورود التي يكون الضوء المنعكس عندها مستقطبا كليا؟,90,B,Incorrect
,كيف يمكن توليد الأمواج فوق الصوتية؟,الرنين المغناطيسي,D,Incorrect
,أين تشكل العين مديدة البصر (العين الطامسة) خيال الجسم القريب؟,الشبكية,B,Incorrect
,ما هو الاضطراب الذي يمثل هذه الحالة؟,التهاب المفاصل الروماتيزمي,B,Incorrect
,متى يأخذ احتمال وجود الالكترون قيمة عظمى في الحالة الأساسية في ذرة هيدروجين؟,الشعاع الأولي,B,Incorrect
,ما ينص عليه قانون الانعكاس الأول؟,الشعاع الساقط والشعاع المنعكس والعمودي على السطح في نفس المستوى,C,Correct
,ما هو الانفعال في حالة التشوه التحددي أو الانضغاطي؟,انفعال الانضغاط,A,Incorrect
,ما هو وزن الحجم المنغمس من الجسم عندما يكون الجسم مغموساً وليس مغموراً كلياً نتيجة كون كثافة المائع أكبر من كثافة الجسم؟,وزن الجسم في الهواء,B,Incorrect
,ما اسم الجهاز الذي يصور مقاطع في الجسم البشري بالأشعة السينية والاستعانة بالحاسب؟,تصوير مقطعي محوسب,B,Correct
,ما هو العنصر الأكثر استخداماً في التصوير بالتجاوب المغناطيسي؟,الهيدروجين,B,Correct
,ما هو سبب تخامد الأشعة السينية في الجسم المدروس؟,الامتصاص,B,Correct
,ما هي الخطوة الأولى في التفاعلات؟,الانزيم,A,Incorrect
,ماذا يزداد عندما ترتد الفوتونات التي تعبر الثقب في الحجرة عن الجدران مرات عديدة قبل أن تغادر؟,الضوء,D,Incorrect
,كيف تعمل الحزم الإلكترونية على معالجة الأورام؟,إشعاع أيوني,A,Incorrect
,ما هو السبب وراء تكرار الطراز (الدورية في الجدول الدوري) الناجم عن ترتيب العناصر؟,الترتيب الإلكتروني,B,Correct
,ما هو المركب الذي يتشكل عند أكسدة الكيلات البنزن (مثل ميتيل البنزن) ببرمنغنات البوتاسيوم (VII) القلوية أو بأي مؤكسد قوي آخر؟,حمض البنزويك,D,Correct
,ما هي النوى التي لها عدد N ثابت حيث تحوي العدد نفسه من النترونات؟,نوى نظائر,A,Correct
,ماذا يحدث إذا كانت الحقول الكهربائية لمنبع الأمواج الكهرطيسية لها اتجاهات عشوائية عند انتشاره؟,مستقطب غير مستقطب,B,Correct
,ما هو التفاعل الذي تخضع له الألكانات مع الهالوجينات في ضوء الشمس؟,تحلل هاليدي,A,Incorrect
,ما هو الشيء الذي تهتز حوله الذرتان في الجزيء ثنائي الذرة؟,المركز,B,Incorrect
,ما هي البنية لأكسيد المغنزيوم؟,أيوني,B,Correct
,ماذا يزداد عندما ترتد الفوتونات التي تعبر الثقب في الحجرة عن الجدران مرات عديدة قبل أن تغادر؟,الضوء,D,Incorrect
,ما هي وحدة قياس الجرعة المكافئة للإشعاع؟,سيفر,B,Correct
,ما هي طريقة التصوير التي يمكن اعتبارها الأقل ضرراً على الجسم؟,التصوير بالموجات فوق الصوتية,A,Correct
,ما هي أعمار النصف للنظائر المشعة المستخدمة في تقنية الـ PET؟,أقل من ساعتين,B,Incorrect
,ما هي المماكبات (الإيزوميرات)؟,مواد كيميائية لها نفس الصيغة الجزيئية ولكن تختلف في ترتيب الذرات في الفراغ,D,Correct
,ما هو القانون الذي تمثل معادلة برنولي المطبقة على جريان المائع أحد أشكال انحفاظه؟,انحفاظ الطاقة,A,Correct
,ماذا يستخدم قانون ستوكس لقياسه؟,سرعة ترسيب الكريات الحمراء,A,Correct
,ما هو العلم الذي يقوم بحساب البعد بين الذرات عند معرفة الطول الموجي للأشعة السينية وقياس الزاوية؟,علم البلورات,B,Correct
,ما هي الأوساط التي تنتشر فيها الأمواج العرضانية؟,وسائط صلبة,B,Correct
,ما هي الخصائص التي تتمتع بها حزمة الفوتونات من أشعة X عالية الطاقة والتي تجعلها تستخدم في الطب النووي عند المعالجة عن بعد؟,الخصائص الفيزيائية,A,Incorrect
